ds&ps,0.0,483.0,712.0,712.0,712.0,1133.0,1133.0,1200.0,1265.0,712.0
ColdTaker,0.0,-20.0,620.0,767.0,1001.0,1279.0,1458.0,1474.0,1594.0,620.0
sk,0.0,261.0,522.0,679.0,771.0,1007.0,1533.0,1533.0,1761.0,522.0
neela,0.0,294.0,452.0,603.0,672.0,1210.0,1210.0,1294.0,1532.0,452.0
mahaarajanmg,0.0,260.0,421.0,438.0,575.0,964.0,1074.0,1074.0,1106.0,421.0
AkshayM,0.0,203.0,413.0,499.0,950.0,1192.0,1261.0,1281.0,1374.0,413.0
sudarshan,0.0,283.0,339.0,503.0,744.0,1400.0,1440.0,1455.0,1668.0,339.0
Sriram,0.0,192.0,339.0,407.0,463.0,778.0,1138.0,1117.0,1246.0,339.0
ntkesh,0.0,169.0,304.0,445.0,487.0,736.0,1079.0,1079.0,1396.0,304.0
